Approp Code,Agency,Agency Name,Div,Division Name,Appropriation Name,Appropriation,Fund Name,Fund,Fund Category Name,Appropriation Type,Capital Line, FY14 Actual Approp , FY14 Actual Expend , FY15 Actual Approp , FY15 Estimate Expend , FY16 Governors Proposed 
360-20-0534-11700000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Social Security,11700000,Illinois Workers' Compensation Commission Operations Fund,534,Special State Funds,New Appropriation,No,92100,81570.79,90000,90000,90000
360-20-0534-11800000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Group Insurance,11800000,Illinois Workers' Compensation Commission Operations Fund,534,Special State Funds,New Appropriation,No,230000,204442.72,230000,230000,230000
360-20-0632-11150000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Personal Services,11150000,Horse Racing Fund,632,Special State Funds,New Appropriation,No,137800,32400,137800,137800,137800
360-20-0632-11610000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Retirement,11610000,Horse Racing Fund,632,Special State Funds,New Appropriation,No,52900,12456.14,58400,58400,58400
360-20-0632-11700000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Social Security,11700000,Horse Racing Fund,632,Special State Funds,New Appropriation,No,10700,2478.6,10600,10600,10600
360-20-0711-11150000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Personal Services,11150000,State Lottery Fund,711,Special State Funds,New Appropriation,No,142000,141999.96,142000,142000,142000
360-20-0711-11610000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Retirement,11610000,State Lottery Fund,711,Special State Funds,New Appropriation,No,57809,57808.2,60200,60200,60200
360-20-0711-11700000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Social Security,11700000,State Lottery Fund,711,Special State Funds,New Appropriation,No,10169,8967.81,9400,9400,9400
360-20-0711-11800000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Group Insurance,11800000,State Lottery Fund,711,Special State Funds,New Appropriation,No,25333,25332.72,23000,23000,23000
360-20-0795-11150000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Personal Services,11150000,Bank and Trust Company Fund,795,Special State Funds,New Appropriation,No,136300,26434.72,136300,136300,136300
360-20-0795-11610000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Retirement,11610000,Bank and Trust Company Fund,795,Special State Funds,New Appropriation,No,52300,10663.3,57700,57700,57700
360-20-0795-11700000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Social Security,11700000,Bank and Trust Company Fund,795,Special State Funds,New Appropriation,No,8900,1835.21,9300,9300,9300
360-20-0795-11800000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Group Insurance,11800000,Bank and Trust Company Fund,795,Special State Funds,New Appropriation,No,23000,0,23000,23000,23000
360-20-0796-11150000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Personal Services,11150000,Nuclear Safety Emergency Preparedness Fund,796,Special State Funds,New Appropriation,No,129000,128919.96,129000,129000,129000
360-20-0796-11610000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Retirement,11610000,Nuclear Safety Emergency Preparedness Fund,796,Special State Funds,New Appropriation,No,52001,52000.68,54600,54600,54600
360-20-0796-11700000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Social Security,11700000,Nuclear Safety Emergency Preparedness Fund,796,Special State Funds,New Appropriation,No,6673,1803.48,9200,9200,9200
360-20-0796-11800000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Group Insurance,11800000,Nuclear Safety Emergency Preparedness Fund,796,Special State Funds,New Appropriation,No,26226,26225.76,23000,23000,23000
360-20-0802-11120000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Personal Services,11120000,Personal Property Tax Replacement Fund,802,Special State Funds,New Appropriation,No,0,0,0,0,14114300
360-20-0922-11150000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Personal Services,11150000,Insurance Producer Administration Fund,922,Special State Funds,New Appropriation,No,135100,135081,135100,135100,135100
360-20-0922-11610000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Retirement,11610000,Insurance Producer Administration Fund,922,Special State Funds,New Appropriation,No,54500,54495,57200,57200,57200
360-20-0922-11700000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Social Security,11700000,Insurance Producer Administration Fund,922,Special State Funds,New Appropriation,No,9359,8884.71,9300,9300,9300
360-20-0922-11800000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Group Insurance,11800000,Insurance Producer Administration Fund,922,Special State Funds,New Appropriation,No,26226,26225.76,23000,23000,23000
360-20-0962-11150000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Personal Services,11150000,Park and Conservation Fund,962,Special State Funds,New Appropriation,No,257900,133272.96,257900,257900,257900
360-20-0962-11610000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Retirement,11610000,Park and Conservation Fund,962,Special State Funds,New Appropriation,No,104000,53776.97,109200,109200,109200
360-20-0962-11700000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Social Security,11700000,Park and Conservation Fund,962,Special State Funds,New Appropriation,No,19750,8896.36,18300,18300,18300
360-20-0962-11800000,360,Office Of The State Comptroller,20,State Officers' Salaries And Other Expenditures,Group Insurance,11800000,Park and Conservation Fund,962,Special State Funds,New Appropriation,No,46000,15977.52,46000,46000,46000
360-65-0001-11200000,360,Office Of The State Comptroller,65,Court Reporting Services,Personal Services,11200000,General Revenue Fund,1,General Funds,New Appropriation,No,41108400,40212599.25,21108400,21108400,21808400
360-65-0001-11700000,360,Office Of The State Comptroller,65,Court Reporting Services,Social Security,11700000,General Revenue Fund,1,General Funds,New Appropriation,No,3144800,2917775.78,3144800,3144800,2444800
360-65-0001-12000000,360,Office Of The State Comptroller,65,Court Reporting Services,Contractual Services,12000000,General Revenue Fund,1,General Funds,New Appropriation,No,4013700,3975405.7,4046700,4046700,3642000
360-65-0001-12900000,360,Office Of The State Comptroller,65,Court Reporting Services,Travel,12900000,General Revenue Fund,1,General Funds,New Appropriation,No,167900,140191.38,167900,167900,151100
360-65-0001-13000000,360,Office Of The State Comptroller,65,Court Reporting Services,Commodities,13000000,General Revenue Fund,1,General Funds,New Appropriation,No,1000,129.12,1000,1000,900
360-65-0001-15000000,360,Office Of The State Comptroller,65,Court Reporting Services,Equipment,15000000,General Revenue Fund,1,General Funds,New Appropriation,No,5000,0,5000,5000,4500
360-65-0001-16000000,360,Office Of The State Comptroller,65,Court Reporting Services,Electronic Data Processing,16000000,General Revenue Fund,1,General Funds,New Appropriation,No,5000,1512.44,0,0,0
360-65-0001-17000000,360,Office Of The State Comptroller,65,Court Reporting Services,Telecommunications,17000000,General Revenue Fund,1,General Funds,New Appropriation,No,2000,1539.79,2000,2000,1800
360-65-0001-19000100,360,Office Of The State Comptroller,65,Court Reporting Services,Court Reporting,19000100,General Revenue Fund,1,General Funds,New Appropriation,No,750000,0,750000,750000,675000
370-01-0001-19109900,370,Office Of The State Treasurer,1,General Office,Operational Expenses,19109900,General Revenue Fund,1,General Funds,New Appropriation,No,8001800,7587126.45,7601800,7601800,6841600
370-01-0001-99390000,370,Office Of The State Treasurer,1,General Office,Refunds and Accrued Interest on Protested Tax Cases,99390000,General Revenue Fund,1,General Funds,New Appropriation,No,1000000,999939.4,1000000,1000000,900000
370-01-0054-19100000,370,Office Of The State Treasurer,1,General Office,Operational Expenses,19100000,State Pensions Fund,54,Special State Funds,New Appropriation,No,9343930,9013627.31,11051660,11051660,11051660
370-01-0101-88110000,370,Office Of The State Treasurer,1,General Office,Payment of Principal,88110000,General Obligation Bond Retirement and Interest Fund,101,Debt Service Funds,New Appropriation,No,1668414608,1668414608,2106704300,2106704300,1900000000
370-01-0101-88130000,370,Office Of The State Treasurer,1,General Office,Payment of Interest,88130000,General Obligation Bond Retirement and Interest Fund,101,Debt Service Funds,New Appropriation,No,1424857202,1424857202,1416450000,1416450000,1600000000
370-01-0107-88500000,370,Office Of The State Treasurer,1,General Office,Costs Associated with Arbitrage Rebate Payments,88500000,General Obligation Bond Rebate Fund,107,Special State Funds,New Appropriation,No,1000000,0,1000000,1000000,1000000
370-01-0373-12000000,370,Office Of The State Treasurer,1,General Office,Contractual Services,12000000,State Treasurer's Bank Services Trust Fund,373,Special State Funds,New Appropriation,No,8100000,2884524.03,8100000,8100000,8100000
370-01-0435-49000000,370,Office Of The State Treasurer,1,General Office,Administration and Grants per Charitable Trust Stabilization Act,49000000,Charitable Trust Stabilization Fund,435,Special State Funds,New Appropriation,No,2000000,2237.13,500000,500000,500000
402-01-0001-19000000,402,Department On Aging,1,Direct Senior Services,Adult Protective Services and Elder Abuse and Neglect Prevention,19000000,General Revenue Fund,1,General Funds,New Appropriation,No,19259700,14183725.25,23059700,19059700,22400000
402-01-0001-19000300,402,Department On Aging,1,Direct Senior Services,Senior Employment Specialist Program,19000300,General Revenue Fund,1,General Funds,New Appropriation,No,190300,174337,190300,190300,190300
402-01-0001-19000500,402,Department On Aging,1,Direct Senior Services,Grandparents Raising Grandchildren Program,19000500,General Revenue Fund,1,General Funds,New Appropriation,No,300000,298710,300000,300000,300000
402-01-0001-19000600,402,Department On Aging,1,Direct Senior Services,Home Delivered Meals (Non-Formula and Formula),19000600,General Revenue Fund,1,General Funds,New Appropriation,No,11623200,12169488,11623200,11623200,14005200
402-01-0001-19000700,402,Department On Aging,1,Direct Senior Services,Specialized Training Program (Formerly Alzheimer's Related Activites and Programming),19000700,General Revenue Fund,1,General Funds,New Appropriation,No,50000,49373,50000,50000,20000
402-01-0001-19001100,402,Department On Aging,1,Direct Senior Services,Monitoring and Support Services,19001100,General Revenue Fund,1,General Funds,New Appropriation,No,182000,30497,182000,182000,182000
402-01-0001-19001200,402,Department On Aging,1,Direct Senior Services,Illinois Council on Aging,19001200,General Revenue Fund,1,General Funds,New Appropriation,No,26000,9807,26000,26000,26000
402-01-0001-19001300,402,Department On Aging,1,Direct Senior Services,Administration of the Senior Meal Program,19001300,General Revenue Fund,1,General Funds,New Appropriation,No,31100,791,31100,31100,32000
402-01-0001-19001600,402,Department On Aging,1,Direct Senior Services,Senior Helpline,19001600,General Revenue Fund,1,General Funds,New Appropriation,No,1393850,1289823,1393900,1393900,1500000
402-01-0001-19001700,402,Department On Aging,1,Direct Senior Services,Benefits Eligibility Assistance and Monitoring,19001700,General Revenue Fund,1,General Funds,New Appropriation,No,1848650,1319562,1848700,1848000,1877200
402-01-0001-19100000,402,Department On Aging,1,Direct Senior Services,Operational Expenses,19100000,General Revenue Fund,1,General Funds,New Appropriation,No,9281600,7341298,9281600,8609072,10436200
402-01-0001-44000200,402,Department On Aging,1,Direct Senior Services,Retired Senior Volunteer Program,44000200,General Revenue Fund,1,General Funds,New Appropriation,No,551800,551800,551800,551800,551800
402-01-0001-44000300,402,Department On Aging,1,Direct Senior Services,Planning and Service Grants to Area Agencies on Aging,44000300,General Revenue Fund,1,General Funds,New Appropriation,No,7722000,7722000,7722000,7722000,7722000
402-01-0001-44000900,402,Department On Aging,1,Direct Senior Services,Foster Grandparents Program,44000900,General Revenue Fund,1,General Funds,New Appropriation,No,241400,241400,241400,241400,241400
402-01-0001-44001000,402,Department On Aging,1,Direct Senior Services,Area Agencies on Aging for Long-Term Care Systems Development,44001000,General Revenue Fund,1,General Funds,New Appropriation,No,243800,243800,243800,243800,273800
402-01-0001-44003100,402,Department On Aging,1,Direct Senior Services,Community Based Services for Equal Distribution to Each of the 13 Area Agencies on Aging,44003100,General Revenue Fund,1,General Funds,New Appropriation,No,751200,751200,751200,751200,751200
